2023-04-07 19:16:10 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-07 19:16:10 0 [Note] InnoDB: Uses event mutexes
2023-04-07 19:16:10 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-07 19:16:10 0 [Note] InnoDB: Number of pools: 1
2023-04-07 19:16:10 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 424133 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 424133 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 424172 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 424172 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 424211 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 424211 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 424250 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 424250 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 430627 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 430627 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 430666 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 430666 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 430705 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 430705 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 430744 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 430744 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 430783 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 430783 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 430822 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 430822 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 430861 is in the future! Current system log sequence number 304111.
